Date,Open,High,Low,Close,Volume,CumulativeVolume
29-04-2022 09:07,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:08,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:09,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:10,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:11,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:12,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:13,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:14,4605.9500,4605.9500,4605.9500,4605.9500,0,0
29-04-2022 09:15,4605.9500,4606.7000,4594.2000,4604.0000,0,0
29-04-2022 09:16,4603.1000,4603.1000,4596.4000,4598.7500,0,0
29-04-2022 09:17,4598.7000,4604.7500,4598.7000,4602.9000,0,0
29-04-2022 09:18,4603.1500,4603.5500,4599.9000,4600.3500,0,0
29-04-2022 09:19,4600.2500,4604.3000,4600.2500,4602.0000,0,0
29-04-2022 09:20,4601.7500,4603.1500,4599.7000,4600.7000,0,0
29-04-2022 09:21,4600.9000,4609.4500,4600.3500,4607.8500,0,0
29-04-2022 09:22,4608.0500,4608.8500,4604.6500,4607.3500,0,0
29-04-2022 09:23,4606.9500,4607.6000,4601.6000,4602.3500,0,0
29-04-2022 09:24,4602.5500,4605.2500,4601.8000,4604.4000,0,0
29-04-2022 09:25,4605.0000,4606.1000,4602.7500,4604.4000,0,0
29-04-2022 09:26,4603.9500,4604.3500,4601.2000,4602.0000,0,0
29-04-2022 09:27,4601.8000,4601.8000,4598.0500,4600.5000,0,0
29-04-2022 09:28,4600.3500,4602.1000,4600.1000,4600.1000,0,0
29-04-2022 09:29,4599.9500,4600.4500,4597.5000,4599.7000,0,0
29-04-2022 09:30,4600.2500,4604.1000,4597.0500,4602.7500,0,0
29-04-2022 09:31,4602.4000,4603.9000,4601.3000,4601.4000,0,0
29-04-2022 09:32,4601.8500,4601.9500,4600.1000,4601.0500,0,0
29-04-2022 09:33,4600.7000,4601.5500,4599.4000,4599.5500,0,0
29-04-2022 09:34,4599.7000,4600.3500,4595.6000,4595.8500,0,0
29-04-2022 09:35,4595.5500,4596.1000,4591.9000,4591.9000,0,0
29-04-2022 09:36,4592.3000,4593.8500,4591.1000,4593.6000,0,0
29-04-2022 09:37,4593.9000,4596.7500,4593.1000,4596.7000,0,0
29-04-2022 09:38,4596.4000,4596.4000,4593.6500,4594.2500,0,0
29-04-2022 09:39,4594.1500,4596.4500,4594.1500,4596.4500,0,0
29-04-2022 09:40,4596.5500,4599.2000,4596.3500,4597.9000,0,0
29-04-2022 09:41,4597.7500,4597.7500,4594.8000,4595.1000,0,0
29-04-2022 09:42,4595.3000,4595.3000,4592.6000,4592.6500,0,0
29-04-2022 09:43,4593.0000,4594.3000,4592.6000,4592.6000,0,0
29-04-2022 09:44,4592.3000,4593.3000,4591.6000,4591.8000,0,0
29-04-2022 09:45,4592.1000,4592.3500,4584.6000,4585.6000,0,0
29-04-2022 09:46,4585.9000,4585.9000,4579.8500,4580.7500,0,0
29-04-2022 09:47,4580.1000,4580.4000,4577.0500,4577.6000,0,0
29-04-2022 09:48,4577.7000,4579.1500,4575.8000,4578.0500,0,0
29-04-2022 09:49,4578.9500,4579.1000,4575.6500,4576.0500,0,0
29-04-2022 09:50,4576.0500,4576.0500,4573.2500,4573.6000,0,0
29-04-2022 09:51,4573.3500,4576.9000,4569.3500,4576.9000,0,0
29-04-2022 09:52,4577.6000,4581.9000,4577.3500,4581.2000,0,0
29-04-2022 09:53,4581.3000,4582.0000,4578.4000,4578.6000,0,0
29-04-2022 09:54,4578.5000,4578.9000,4573.6000,4573.7500,0,0
29-04-2022 09:55,4573.1000,4573.5500,4571.4000,4571.6000,0,0
29-04-2022 09:56,4571.6000,4574.2500,4570.6500,4573.9500,0,0
29-04-2022 09:57,4573.4000,4574.5000,4571.6500,4573.5000,0,0
29-04-2022 09:58,4573.3500,4573.4500,4569.2500,4571.0000,0,0
29-04-2022 09:59,4570.9000,4571.2000,4569.5000,4570.3000,0,0
29-04-2022 10:00,4571.5000,4571.5500,4567.1500,4567.7500,0,0
29-04-2022 10:01,4567.7500,4570.3000,4567.7500,4570.3000,0,0
29-04-2022 10:02,4570.1000,4574.1500,4570.0500,4573.2000,0,0
29-04-2022 10:03,4573.5000,4576.4000,4572.9500,4576.3000,0,0
29-04-2022 10:04,4576.3500,4576.7500,4573.0000,4573.7500,0,0
29-04-2022 10:05,4574.1000,4574.8500,4573.2500,4574.5000,0,0
29-04-2022 10:06,4575.0000,4577.7500,4574.8000,4575.3500,0,0
29-04-2022 10:07,4575.6000,4576.7500,4573.6000,4574.4500,0,0
29-04-2022 10:08,4574.4000,4576.8500,4571.9000,4572.5500,0,0
29-04-2022 10:09,4572.2000,4572.5500,4570.3500,4571.7500,0,0
29-04-2022 10:10,4571.8500,4572.2500,4571.2000,4571.3000,0,0
29-04-2022 10:11,4571.3500,4575.9500,4571.3500,4575.7000,0,0
29-04-2022 10:12,4576.0500,4576.6000,4575.0000,4575.2500,0,0
29-04-2022 10:13,4575.2000,4575.6500,4574.0500,4575.1500,0,0
29-04-2022 10:14,4574.9500,4576.9000,4574.9500,4576.3500,0,0
29-04-2022 10:15,4576.7500,4577.9500,4575.1500,4577.7000,0,0
29-04-2022 10:16,4578.0000,4579.3000,4575.5000,4575.5000,0,0
29-04-2022 10:17,4575.6000,4575.6000,4573.9500,4574.8500,0,0
29-04-2022 10:18,4574.5000,4578.5500,4574.4500,4578.0000,0,0
29-04-2022 10:19,4578.0000,4580.0500,4577.6000,4579.5500,0,0
29-04-2022 10:20,4579.7500,4580.5000,4578.1000,4578.8000,0,0
29-04-2022 10:21,4578.9000,4580.8500,4578.4000,4580.6500,0,0
29-04-2022 10:22,4580.7500,4581.7500,4579.5500,4580.9500,0,0
29-04-2022 10:23,4581.2500,4581.5000,4578.9000,4578.9000,0,0
29-04-2022 10:24,4579.0000,4581.6000,4578.7000,4581.1000,0,0
29-04-2022 10:25,4580.6500,4581.1500,4577.4500,4577.8500,0,0
29-04-2022 10:26,4577.9500,4579.1500,4577.4500,4577.8500,0,0
29-04-2022 10:27,4578.0000,4578.1500,4576.3000,4576.3000,0,0
29-04-2022 10:28,4576.4500,4577.8500,4574.7000,4577.8500,0,0
29-04-2022 10:29,4578.1500,4580.0500,4576.8000,4579.1000,0,0
29-04-2022 10:30,4579.1000,4582.0000,4579.1000,4581.6000,0,0
29-04-2022 10:31,4581.8500,4583.7000,4581.5000,4582.9500,0,0
29-04-2022 10:32,4583.0000,4584.8500,4583.0000,4584.8500,0,0
29-04-2022 10:33,4584.3500,4585.6500,4584.3500,4585.0500,0,0
29-04-2022 10:34,4585.2500,4585.9000,4584.1500,4585.8500,0,0
29-04-2022 10:35,4586.0000,4587.1000,4585.6500,4585.6500,0,0
29-04-2022 10:36,4586.1500,4588.2000,4585.4500,4587.9500,0,0
29-04-2022 10:37,4587.9000,4590.8500,4587.9000,4590.1000,0,0
29-04-2022 10:38,4590.6000,4590.6000,4586.4500,4586.7500,0,0
29-04-2022 10:39,4586.5000,4589.2000,4586.5000,4588.0500,0,0
29-04-2022 10:40,4587.3500,4588.1000,4583.7500,4583.8000,0,0
29-04-2022 10:41,4583.8500,4584.9500,4583.8500,4584.0000,0,0
29-04-2022 10:42,4584.2500,4585.0000,4582.4500,4583.3000,0,0
29-04-2022 10:43,4583.4500,4584.7000,4583.2500,4583.7000,0,0
29-04-2022 10:44,4583.4000,4583.9500,4582.0000,4583.1000,0,0
29-04-2022 10:45,4583.0500,4583.5000,4581.0500,4581.4500,0,0
29-04-2022 10:46,4581.5000,4583.3000,4581.5000,4581.7500,0,0
29-04-2022 10:47,4581.6500,4582.0000,4579.7500,4581.0000,0,0
29-04-2022 10:48,4580.6000,4581.5500,4579.6500,4581.0500,0,0
29-04-2022 10:49,4581.0000,4582.3000,4580.9500,4582.1500,0,0
29-04-2022 10:50,4582.0000,4583.0000,4581.8500,4582.1000,0,0
29-04-2022 10:51,4582.1000,4582.3500,4580.8000,4581.4500,0,0
29-04-2022 10:52,4581.1500,4582.5500,4580.1000,4581.9500,0,0
29-04-2022 10:53,4581.7500,4583.6500,4581.7500,4583.4000,0,0
29-04-2022 10:54,4583.6000,4583.8500,4582.6500,4582.8500,0,0
29-04-2022 10:55,4583.0000,4583.4500,4582.0000,4583.2000,0,0
29-04-2022 10:56,4583.1500,4583.7000,4582.8500,4583.2000,0,0
29-04-2022 10:57,4582.6500,4582.8500,4581.5500,4582.5500,0,0
29-04-2022 10:58,4582.2500,4582.7500,4581.1500,4581.6000,0,0
29-04-2022 10:59,4581.7000,4582.7000,4581.6500,4582.2500,0,0
29-04-2022 11:00,4582.2500,4582.6000,4578.4000,4578.9000,0,0
29-04-2022 11:01,4578.7000,4582.0500,4578.7000,4582.0000,0,0
29-04-2022 11:02,4582.0500,4582.0500,4580.2500,4580.8500,0,0
29-04-2022 11:03,4580.6500,4581.6000,4580.6500,4580.7500,0,0
29-04-2022 11:04,4580.7000,4581.0500,4580.1000,4580.9500,0,0
29-04-2022 11:05,4580.7000,4582.7000,4580.4500,4581.2000,0,0
29-04-2022 11:06,4581.4000,4581.6500,4580.5500,4580.9500,0,0
29-04-2022 11:07,4580.8500,4584.0000,4580.8500,4583.7000,0,0
29-04-2022 11:08,4583.4000,4584.0500,4582.8500,4583.3000,0,0
29-04-2022 11:09,4583.4500,4583.7000,4582.1500,4582.1500,0,0
29-04-2022 11:10,4581.9500,4582.8500,4581.5000,4581.8500,0,0
29-04-2022 11:11,4581.6000,4584.4500,4580.8500,4584.2500,0,0
29-04-2022 11:12,4583.9000,4586.6500,4583.9000,4586.6500,0,0
29-04-2022 11:13,4586.2500,4587.0000,4584.9500,4585.6500,0,0
29-04-2022 11:14,4585.2500,4586.4500,4585.1000,4586.0000,0,0
29-04-2022 11:15,4586.4000,4587.5500,4586.2500,4586.9500,0,0
29-04-2022 11:16,4587.0000,4587.7000,4586.3000,4586.6500,0,0
29-04-2022 11:17,4586.6500,4586.8500,4584.6500,4585.4000,0,0
29-04-2022 11:18,4585.7000,4587.2000,4585.4500,4586.4000,0,0
29-04-2022 11:19,4586.5500,4588.2500,4586.5500,4587.0000,0,0
29-04-2022 11:20,4587.0500,4587.3500,4585.1000,4585.2000,0,0
29-04-2022 11:21,4585.0000,4586.5000,4583.5000,4583.5000,0,0
29-04-2022 11:22,4583.4500,4584.2000,4582.8500,4583.8000,0,0
29-04-2022 11:23,4583.7000,4586.3000,4583.7000,4585.6500,0,0
29-04-2022 11:24,4585.7000,4586.5000,4585.1500,4585.7500,0,0
29-04-2022 11:25,4585.7500,4586.2500,4584.8000,4585.4500,0,0
29-04-2022 11:26,4585.6500,4587.0500,4585.0500,4585.1500,0,0
29-04-2022 11:27,4584.9500,4585.5000,4583.6000,4583.7500,0,0
29-04-2022 11:28,4583.4500,4585.8000,4583.3500,4585.7000,0,0
29-04-2022 11:29,4585.6500,4586.1000,4585.0500,4585.3000,0,0
29-04-2022 11:30,4585.2500,4587.4000,4585.0000,4585.3500,0,0
29-04-2022 11:31,4585.1000,4585.3000,4583.9000,4585.1500,0,0
29-04-2022 11:32,4584.8000,4585.3000,4583.9000,4584.4000,0,0
29-04-2022 11:33,4584.4500,4585.2000,4583.7000,4585.2000,0,0
29-04-2022 11:34,4584.9000,4587.9000,4584.9000,4586.9000,0,0
29-04-2022 11:35,4587.2000,4588.6000,4587.1000,4587.7500,0,0
29-04-2022 11:36,4587.8000,4588.6500,4587.5000,4588.0500,0,0
29-04-2022 11:37,4588.0500,4588.3500,4586.6000,4587.4000,0,0
29-04-2022 11:38,4587.3000,4587.5000,4586.6500,4586.6500,0,0
29-04-2022 11:39,4586.8500,4588.8000,4586.4000,4588.1500,0,0
