Date,Open,High,Low,Close,Volume,CumulativeVolume
10-05-2022 09:07,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:08,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:09,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:10,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:11,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:12,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:13,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:14,34181.2000,34181.2000,34181.2000,34181.2000,0,0
10-05-2022 09:15,34181.2000,34423.7500,34176.8000,34368.1000,2789390,2789390
10-05-2022 09:16,34375.3500,34428.6500,34370.1000,34394.8000,2572835,5362225
10-05-2022 09:17,34391.5500,34440.5500,34382.1500,34412.2000,1665694,7027919
10-05-2022 09:18,34400.9000,34453.7500,34391.2500,34437.3500,1480037,8507956
10-05-2022 09:19,34429.6000,34458.3000,34429.6000,34443.7000,970926,9478882
10-05-2022 09:20,34440.3000,34454.2000,34415.4500,34428.5500,963074,10441956
10-05-2022 09:21,34428.5000,34429.5500,34395.6500,34409.1000,990327,11432283
10-05-2022 09:22,34411.3000,34411.3000,34356.4000,34374.1500,666999,12099282
10-05-2022 09:23,34371.4500,34376.1500,34352.0500,34353.2000,721721,12821003
10-05-2022 09:24,34351.6000,34374.4000,34340.5000,34355.2500,535437,13356440
10-05-2022 09:25,34352.7000,34363.3000,34334.8500,34360.6500,617464,13973904
10-05-2022 09:26,34358.8000,34383.2500,34357.3500,34379.3500,813904,14787808
10-05-2022 09:27,34383.4000,34383.4000,34363.7000,34370.5500,571413,15359221
10-05-2022 09:28,34374.0500,34386.7000,34351.2500,34354.4000,476578,15835799
10-05-2022 09:29,34353.1500,34362.8000,34344.7500,34345.6500,596088,16431887
10-05-2022 09:30,34347.9500,34350.9000,34323.0000,34323.0000,952491,17384378
10-05-2022 09:31,34324.5500,34326.5500,34308.9500,34324.7500,322879,17707257
10-05-2022 09:32,34324.1500,34348.9000,34322.0000,34327.3500,372630,18079887
10-05-2022 09:33,34328.8500,34355.7000,34319.9000,34346.7000,500285,18580172
10-05-2022 09:34,34347.7000,34388.1000,34343.3000,34386.8000,679313,19259485
10-05-2022 09:35,34385.8500,34396.9500,34371.7500,34389.4000,941793,20201278
10-05-2022 09:36,34386.5000,34396.7000,34375.3000,34379.6000,259345,20460623
10-05-2022 09:37,34378.2500,34378.2500,34348.6500,34360.4500,652461,21113084
10-05-2022 09:38,34359.1500,34359.2500,34337.4500,34337.9000,373387,21486471
10-05-2022 09:39,34339.3000,34340.0000,34309.6000,34323.2500,683186,22169657
10-05-2022 09:40,34321.7000,34354.7500,34317.5500,34347.2000,542609,22712266
10-05-2022 09:41,34347.6000,34363.2000,34347.6000,34350.2500,259313,22971579
10-05-2022 09:42,34350.5500,34351.8500,34332.1000,34335.2000,364821,23336400
10-05-2022 09:43,34334.9000,34336.9500,34317.7000,34323.5500,178295,23514695
10-05-2022 09:44,34324.8000,34351.5000,34320.2000,34342.0500,354067,23868762
10-05-2022 09:45,34341.9500,34343.0500,34312.5000,34312.5000,497842,24366604
10-05-2022 09:46,34312.4000,34356.3000,34269.6500,34350.8000,788347,25154951
10-05-2022 09:47,34345.8500,34355.2500,34330.0500,34335.2500,339545,25494496
10-05-2022 09:48,34333.0500,34334.6000,34300.2500,34313.0000,251415,25745911
10-05-2022 09:49,34308.9000,34310.4500,34297.4500,34300.1500,215993,25961904
10-05-2022 09:50,34299.2500,34310.7500,34298.4500,34301.7500,187468,26149372
10-05-2022 09:51,34306.2500,34306.2500,34284.5500,34301.1500,199075,26348447
10-05-2022 09:52,34301.1000,34301.3000,34291.5000,34299.5000,212440,26560887
10-05-2022 09:53,34301.4500,34305.7000,34293.4000,34293.6000,375300,26936187
10-05-2022 09:54,34294.4500,34314.1000,34292.1000,34294.0000,203215,27139402
10-05-2022 09:55,34294.2500,34296.6500,34266.2000,34269.2500,356414,27495816
10-05-2022 09:56,34266.4500,34281.9500,34260.6500,34266.0500,655020,28150836
10-05-2022 09:57,34265.9000,34275.8500,34257.3000,34260.9000,316603,28467439
10-05-2022 09:58,34259.4000,34276.0500,34254.6000,34274.2000,529152,28996591
10-05-2022 09:59,34276.9000,34290.9000,34271.2500,34272.3500,707296,29703887
10-05-2022 10:00,34274.1000,34300.8500,34270.4000,34294.4500,373125,30077012
10-05-2022 10:01,34294.1500,34315.9000,34289.4000,34312.0000,315055,30392067
10-05-2022 10:02,34310.8500,34322.1000,34302.8000,34319.1000,183073,30575140
10-05-2022 10:03,34316.6000,34332.5500,34303.5000,34306.7500,190755,30765895
10-05-2022 10:04,34306.0000,34306.0000,34277.4000,34277.4000,316794,31082689
10-05-2022 10:05,34277.4000,34278.8000,34256.9000,34261.2000,538170,31620859
10-05-2022 10:06,34262.0000,34278.6000,34258.6500,34276.1500,220690,31841549
10-05-2022 10:07,34277.7000,34290.1500,34269.4500,34286.9000,320788,32162337
10-05-2022 10:08,34288.0000,34289.5000,34276.3000,34276.3000,283777,32446114
10-05-2022 10:09,34279.5500,34283.3000,34256.0500,34266.2000,422358,32868472
10-05-2022 10:10,34269.5000,34287.2500,34269.1500,34271.2000,187884,33056356
10-05-2022 10:11,34269.5000,34282.0000,34268.4000,34272.0500,113805,33170161
10-05-2022 10:12,34271.5000,34278.4500,34262.0000,34264.1500,197097,33367258
10-05-2022 10:13,34264.2000,34268.1000,34255.8500,34261.9000,384350,33751608
10-05-2022 10:14,34261.8500,34286.3000,34257.4500,34286.3000,440000,34191608
10-05-2022 10:15,34289.5500,34315.8500,34289.5500,34297.1000,396863,34588471
10-05-2022 10:16,34298.6000,34305.3500,34294.2000,34302.1500,171403,34759874
10-05-2022 10:17,34302.4000,34305.6500,34280.8000,34287.7500,204059,34963933
10-05-2022 10:18,34281.2500,34293.9500,34281.2500,34288.6500,213512,35177445
10-05-2022 10:19,34290.8500,34307.7000,34287.2500,34295.1000,140349,35317794
10-05-2022 10:20,34293.2500,34302.9000,34275.3500,34302.9000,238910,35556704
10-05-2022 10:21,34301.8500,34310.8500,34296.1500,34302.3000,225636,35782340
10-05-2022 10:22,34302.4500,34312.8000,34302.4500,34311.4500,220262,36002602
10-05-2022 10:23,34309.6500,34319.3000,34302.2000,34319.3000,151853,36154455
10-05-2022 10:24,34324.7500,34337.9500,34317.1000,34336.8000,237209,36391664
10-05-2022 10:25,34335.7000,34343.9000,34331.3500,34335.2000,384259,36775923
10-05-2022 10:26,34332.0500,34339.5000,34311.8500,34324.5000,285289,37061212
10-05-2022 10:27,34319.6000,34361.2000,34319.6000,34359.6500,151353,37212565
10-05-2022 10:28,34364.0500,34366.4000,34349.3000,34350.7500,376906,37589471
10-05-2022 10:29,34350.8500,34363.9500,34348.9500,34353.2500,227560,37817031
10-05-2022 10:30,34351.6000,34375.0500,34344.8000,34350.7000,362737,38179768
10-05-2022 10:31,34350.3000,34352.4000,34333.9500,34340.0500,270279,38450047
10-05-2022 10:32,34341.5500,34351.0000,34332.3000,34351.0000,193815,38643862
10-05-2022 10:33,34349.7500,34366.5000,34349.7500,34355.3000,196851,38840713
10-05-2022 10:34,34355.1500,34355.1500,34333.9000,34341.1000,183271,39023984
10-05-2022 10:35,34340.7000,34364.5000,34340.7000,34357.6500,181469,39205453
10-05-2022 10:36,34357.3000,34366.9000,34356.3000,34365.7000,94347,39299800
10-05-2022 10:37,34367.2500,34370.3000,34354.8500,34370.3000,166762,39466562
10-05-2022 10:38,34369.0000,34370.4000,34362.9500,34365.1000,128411,39594973
10-05-2022 10:39,34364.2500,34375.7500,34359.5000,34369.3500,369329,39964302
10-05-2022 10:40,34366.6500,34386.8500,34364.8000,34373.0000,222225,40186527
10-05-2022 10:41,34372.7000,34409.3000,34370.2500,34397.1500,377550,40564077
10-05-2022 10:42,34397.1000,34411.2500,34392.6500,34405.9000,251761,40815838
10-05-2022 10:43,34408.0000,34414.4500,34401.5500,34408.2500,166348,40982186
10-05-2022 10:44,34407.9000,34409.8500,34398.7500,34406.3500,121431,41103617
10-05-2022 10:45,34406.9000,34423.6500,34394.2500,34411.1000,293641,41397258
10-05-2022 10:46,34408.2500,34423.9000,34405.4500,34420.6000,215033,41612291
10-05-2022 10:47,34420.0500,34421.9500,34400.7500,34405.1500,157498,41769789
10-05-2022 10:48,34406.5500,34413.0000,34399.8500,34400.7500,80348,41850137
10-05-2022 10:49,34400.6500,34408.9500,34396.1000,34402.6000,398243,42248380
10-05-2022 10:50,34401.9000,34403.1000,34368.9000,34369.0500,372825,42621205
10-05-2022 10:51,34368.5500,34368.5500,34342.5000,34342.5000,440012,43061217
10-05-2022 10:52,34347.6500,34347.6500,34331.4000,34331.4000,426604,43487821
10-05-2022 10:53,34329.5000,34359.0000,34322.8000,34354.0500,335635,43823456
10-05-2022 10:54,34351.0500,34365.0000,34335.8500,34364.4000,273055,44096511
10-05-2022 10:55,34366.0000,34370.8500,34346.7000,34368.5000,108308,44204819
10-05-2022 10:56,34368.5000,34389.4500,34358.4000,34386.6000,293678,44498497
10-05-2022 10:57,34388.9000,34408.3500,34383.8500,34405.0000,142512,44641009
10-05-2022 10:58,34406.9000,34412.0000,34393.8500,34395.2500,174512,44815521
